serial number,credit_amount
1,2102.7072885170746
2,2153.4352338998433
3,2419.0131927106568
4,2166.681880765611
5,1306.479587367902
6,7336.85922075742
7,891.2329577696029
8,1875.678474515717
9,12109.349527676077
10,2241.061322497744
11,1408.420963499784
12,1785.982666184378
13,6408.962489941306
14,6449.844119334815
15,5631.488999010139
16,7191.5256391507
17,2050.9767873135556
18,1232.535001135834
19,6620.038102828514
20,1524.4945810573395
21,1314.74036136376
22,1858.9665861387216
23,5169.638757145473
24,450.22053541154804
25,2611.9548899870306
26,999.9790007155062
27,3509.811581942665
28,3247.745905568142
29,4986.702933987903
30,7960.962637589712
31,2698.2369928925295
32,1570.983444007475
33,9522.864782078426
34,4154.634772657152
35,1239.9899632635804
36,1069.6191730970293
37,1379.9612497969727
38,1846.3267217542118
39,1897.661291313693
40,1431.3145005085635
41,3970.4832880095387
42,4204.013682989096
43,6.948860441800804
44,2481.047868741128
45,2707.742391531044
46,4176.55296339336
47,3672.028564861513
48,1502.743340353641
49,2752.5188755822005
50,2649.721302162115
51,1481.3440127189558
52,4028.018889880295
53,2255.5509737165403
54,1711.2299807067168
55,6256.527431227453
56,2012.6103051043767
57,203.3888378895244
58,2863.1024523988062
59,2881.873215527254
60,2873.680566425801
61,3810.727398669144
62,2214.9693771772186
63,2842.7280564353
64,6094.47314869836
65,2655.1100976106572
66,1355.1768190387725
67,2547.8407255334123
68,2963.5832034996147
69,4681.771519288932
70,1821.0679754166267
71,4538.803165835187
72,1790.3781890305197
73,2326.985078633697
74,932.868979084512
75,2450.346485830228
76,304.12062212687863
77,4905.33553204935
78,3300.3552807552387
79,3795.845583987838
80,5977.758857818395
81,6150.121096713919
82,4321.816916274586
83,4402.767855498243
84,353.73123093858294
85,3874.0217199821614
86,1325.9926043452003
87,2919.736215195416
88,11477.473504274374
89,5399.369173679425
90,5524.880603841944
91,5075.675557570576
92,1599.962419620272
93,870.5306177389463
94,5446.34892040685
95,3605.941470865308
96,9056.180765974163
97,3353.1859469711376
98,1554.3678066958016
99,3783.89531543367
100,3750.4019893147847
101,4891.4432613351355
102,2742.156826900898
103,6590.536746332818
104,231.10769099218027
105,624.5399839404928
106,3091.508621018114
107,2351.3099993508904
108,5214.73388324374
109,3568.995744087031
110,2302.1034549429432
111,1599.38715549886
112,4428.303708673989
113,3884.6677219297867
114,1414.8452899788833
115,3375.9016482392512
116,8483.689669297843
117,3075.076393056422
118,5513.546606460481
119,3781.783494603545
120,4789.463784073823
121,1754.4262733318403
122,5965.494111246808
123,1156.321672182878
124,4101.5857604329285
125,4581.542581497145
126,1752.6277573310747
127,1890.0911679013254
128,5629.83137539772
129,4671.00166493161
130,2092.5698799371507
131,2924.7708948586464
132,1083.4924139045172
133,1750.529296111689
134,1721.22685172617
135,2494.8839555076793
136,5466.981968324476
137,1604.3886126768334
138,2082.439131484496
139,4351.041000507201
140,7721.315757302461
141,6422.104629455378
142,1689.828221662916
143,4222.8007433955045
144,1853.4011243857235
145,1362.6160182415408
146,8627.921126928242
147,4057.7809665773316
148,2980.786680192895
149,1951.4191330835038
150,4885.370491768407
151,1582.3639477096526
152,8180.778825071601
153,4270.519238029679
154,3932.835092041357
155,2035.7257998547568
156,4104.014270351187
157,3640.1596384096556
158,2369.0693896965104
159,3924.2487610254852
160,3518.870472972614
161,1679.4996049697386
162,4445.173150654656
163,1670.0757501899593
164,3072.998187312686
165,-308.4782482874357
166,2069.899779069793
167,3545.490247390679
168,2647.843183641487
169,8164.509637379068
170,2891.358822675395
171,623.2756849540044
172,6130.322672571862
173,4410.671427197459
174,4763.350016287038
175,3036.78402615889
176,2117.8202659020417
177,1533.2178153476236
178,1659.8193959170683
179,1520.030992576452
180,3239.396194807211
181,6083.536974556166
182,7888.8877271945685
183,4194.869577577741
184,5396.219473116359
185,4526.939178197899
186,2235.0651883172955
187,7584.09976672374
188,1911.7287734696702
189,5047.671300116679
190,1230.326266691269
191,1815.3748501520138
192,844.7386306305038
193,2709.5248264614456
194,5935.926669160093
195,1259.7262987497566
196,2043.2864945732863
197,7021.227277571009
198,901.8657010696825
199,5384.990539361509
200,5913.964719523995
