serial number,credit_amount
1,2375.9272
2,2613.6255
3,3572.679
4,1250.3601
5,2251.2634
6,6246.9106
7,1568.9823
8,1008.1458
9,10393.641
10,1891.0234
11,1791.8256
12,1568.9823
13,4644.073
14,6769.357
15,5831.152
16,4384.3193
17,2747.805
18,2915.8022
19,5464.755
20,1357.346
21,1748.065
22,1767.4358
23,4489.119
24,1008.1458
25,3481.7712
26,2126.1711
27,3592.7393
28,2737.7961
29,5091.849
30,6476.47
31,2436.751
32,1984.4232
33,5883.124
34,3772.7688
35,1685.2432
36,1250.3601
37,939.7803
38,1948.1321
39,3380.5237
40,2115.618
41,3388.8945
42,3880.0652
43,1357.346
44,2436.751
45,2132.984
46,3507.0127
47,2899.8157
48,1661.1132
49,1835.8016
50,1008.1458
51,2065.347
52,4480.748
53,1795.2446
54,2072.1597
55,6246.9106
56,1883.9565
57,1162.6237
58,1795.2446
59,2150.301
60,2518.0828
61,3356.1768
62,1822.4036
63,1883.9565
64,4401.859
65,1997.8213
66,2089.4768
67,1599.5602
68,2078.0159
69,4489.119
70,1101.7998
71,5936.3306
72,2258.712
73,2194.5369
74,857.5875
75,2532.5203
76,983.54095
77,3345.1726
78,3388.8945
79,3294.5906
80,4489.119
81,5312.46
82,5373.835
83,3190.4407
84,1599.5602
85,3270.1562
86,939.7803
87,2480.5115
88,7917.288
89,5475.785
90,5664.103
91,5475.785
92,1633.225
93,1250.3601
94,5788.0586
95,2132.984
96,6576.01
97,2056.1995
98,1767.4358
99,2367.5247
100,3192.3005
101,3125.513
102,2910.458
103,5091.849
104,1242.4504
105,2204.7603
106,2733.5005
107,2950.0864
108,4222.3
109,4457.4033
110,2251.2634
111,2836.1003
112,3047.313
113,4222.3
114,3732.6316
115,2598.7705
116,9956.656
117,3902.5657
118,4058.094
119,4948.688
120,3430.4822
121,2138.595
122,6038.699
123,1929.4554
124,2506.6392
125,3729.0083
126,1473.2035
127,1761.5798
128,6432.7095
129,4644.073
130,1008.1458
131,2668.412
132,1206.3843
133,1835.8016
134,1473.2035
135,939.7803
136,3904.0344
137,1525.2217
138,1839.7832
139,6539.02
140,5815.0728
141,3635.1836
142,1835.8016
143,2436.751
144,1576.4307
145,1261.8214
146,6200.5996
147,2598.7705
148,2304.9155
149,2054.065
150,3314.1323
151,2693.82
152,6246.9106
153,4593.8154
154,5165.205
155,1162.6237
156,2056.1995
157,3388.8945
158,1879.5623
159,4489.119
160,2419.6877
161,1427.8705
162,4416.1123
163,2238.0376
164,3536.9756
165,1811.1964
166,3122.0752
167,3432.655
168,1252.674
169,7330.336
170,2518.0828
171,1211.9279
172,4459.5947
173,4224.8677
174,8153.7734
175,4333.493
176,3003.5525
177,1568.9823
178,1953.9006
179,2213.9077
180,2133.2375
181,4532.88
182,9568.655
183,4666.6646
184,4929.8296
185,3314.1323
186,1261.8214
187,5410.5244
188,1525.2217
189,4374.255
190,2257.6682
191,2078.0159
192,1410.3816
193,2589.2358
194,5475.785
195,1473.2035
196,1525.2217
197,5165.205
198,1250.3601
199,6038.0786
200,6205.5757
