serial number,credit_amount
1,3814.773
2,2732.8645
3,2994.1487
4,1337.3715
5,2208.1492
6,5614.6606
7,153.3922
8,1586.5995
9,8564.754
10,2480.9949
11,1144.7563
12,-65.39271
13,5598.105
14,6806.076
15,7109.839
16,5812.372
17,908.68494
18,1557.3754
19,6080.4043
20,1221.1711
21,1518.1969
22,663.73267
23,5247.218
24,781.3356
25,3631.8403
26,2762.532
27,3233.0461
28,3075.6768
29,5862.48
30,8007.998
31,3830.495
32,2652.7312
33,6825.934
34,4002.54
35,1364.6898
36,1836.6086
37,922.92645
38,810.09436
39,4248.6914
40,2522.8281
41,4717.2646
42,3005.5547
43,1696.1455
44,3919.2295
45,3047.5864
46,4098.063
47,3638.2964
48,2428.7627
49,1069.9429
50,1046.9797
51,2253.0786
52,4530.711
53,2684.4316
54,2841.6277
55,6053.726
56,3047.7778
57,1509.3383
58,2753.7278
59,2285.9014
60,1480.1897
61,3002.8862
62,2498.2847
63,2974.8594
64,3866.9004
65,1447.8724
66,2035.3893
67,1655.1598
68,1954.3062
69,5137.67
70,1164.3518
71,5780.091
72,1071.4426
73,3331.0027
74,1129.6073
75,2092.463
76,1427.3458
77,3891.4377
78,4320.595
79,2563.0405
80,4470.561
81,4726.0977
82,5006.9116
83,4026.9197
84,2597.2935
85,4133.196
86,1494.3326
87,4351.592
88,7584.0664
89,5844.9185
90,4863.049
91,4852.88
92,2302.1753
93,1619.3787
94,6205.0493
95,2703.1372
96,6518.711
97,3392.4934
98,1465.846
99,2486.9937
100,3070.7136
101,3011.1074
102,3619.1763
103,6201.753
104,1821.8547
105,3426.0337
106,2405.312
107,3054.7515
108,5122.448
109,3073.1724
110,1596.1007
111,4310.738
112,3691.539
113,4109.511
114,1823.7424
115,3754.524
116,8412.818
117,2063.362
118,2806.2896
119,3750.0598
120,4193.871
121,2336.9355
122,7156.918
123,865.4449
124,2583.6785
125,4258.2446
126,2163.8455
127,2213.011
128,7886.4385
129,4562.331
130,1502.512
131,3188.6538
132,1146.8696
133,998.63763
134,1645.469
135,730.0447
136,4730.965
137,233.14557
138,1368.7601
139,8876.2705
140,5381.457
141,3304.452
142,1181.225
143,3687.2354
144,873.9079
145,1843.4133
146,7219.804
147,3942.5176
148,2901.6416
149,2310.143
150,3319.711
151,3447.4785
152,5841.2754
153,3612.176
154,5692.6685
155,1540.358
156,4008.5466
157,3762.2463
158,1336.8033
159,4076.6687
160,3596.179
161,270.96536
162,3896.1875
163,2319.159
164,3308.7666
165,482.77325
166,3677.7563
167,3247.8052
168,2655.6716
169,6298.498
170,2009.5739
171,1411.6974
172,4114.6113
173,4398.38
174,8610.295
175,4058.7183
176,2838.034
177,826.7173
178,2725.206
179,3480.9565
180,2234.3274
181,4910.5454
182,7965.8213
183,3874.6094
184,5461.427
185,3738.0366
186,1840.0609
187,6024.029
188,1860.4398
189,4733.514
190,3218.106
191,2252.4941
192,1599.993
193,2440.9075
194,5836.99
195,2144.004
196,1295.1117
197,5188.7393
198,1141.0499
199,6589.014
200,6865.0327
