serial number,credit_amount
1,6188.019
2,7688.584
3,5665.7637
4,5685.985
5,4978.6123
6,8704.737
7,4824.222
8,4998.8335
9,10008.258
10,4978.6123
11,7842.974
12,4824.222
13,8704.737
14,5840.375
15,6188.019
16,5665.7637
17,4978.6123
18,8375.735
19,6621.6396
20,4824.222
21,7842.974
22,5513.595
23,5840.375
24,5153.2236
25,9486.002
26,8530.126
27,7842.974
28,5840.375
29,6188.019
30,9052.381
31,8704.737
32,8530.126
33,5840.375
34,8375.735
35,4826.444
36,5840.375
37,5511.3735
38,4978.6123
39,8704.737
40,4824.222
41,5840.375
42,5153.2236
43,4978.6123
44,8704.737
45,8704.737
46,8704.737
47,5840.375
48,4978.6123
49,4998.8335
50,4998.8335
51,5665.7637
52,8704.737
53,8897.99
54,6188.019
55,8704.737
56,7842.974
57,8530.126
58,9052.381
59,8530.126
60,5153.2236
61,5153.2236
62,8530.126
63,7688.584
64,8017.5854
65,5153.2236
66,5665.7637
67,5511.3735
68,5840.375
69,5840.375
70,5665.7637
71,8530.126
72,5001.055
73,8017.5854
74,4978.6123
75,6450.773
76,5665.7637
77,10464.265
78,5685.985
79,10008.258
80,5685.985
81,9660.613
82,9338.019
83,5153.2236
84,5511.3735
85,8530.126
86,5665.7637
87,9052.381
88,8704.737
89,9660.613
90,8017.5854
91,9660.613
92,8550.347
93,5840.375
94,8704.737
95,8550.347
96,9660.613
97,9331.611
98,5665.7637
99,4978.6123
100,6450.773
101,8704.737
102,7842.974
103,6188.019
104,7688.584
105,8819.071
106,8819.071
107,5763.6216
108,5665.7637
109,5665.7637
110,4978.6123
111,4824.222
112,5665.7637
113,5511.3735
114,7842.974
115,8704.737
116,9486.002
117,5763.6216
118,10008.258
119,5665.7637
120,9660.613
121,6013.4077
122,9506.223
123,5511.3735
124,8704.737
125,8530.126
126,8704.737
127,5665.7637
128,9052.381
129,8550.347
130,5153.2236
131,6450.773
132,8375.735
133,5153.2236
134,8550.347
135,5511.3735
136,6989.505
137,4826.444
138,9331.611
139,6188.019
140,9660.613
141,9660.613
142,5153.2236
143,8704.737
144,5153.2236
145,5665.7637
146,5665.7637
147,9052.381
148,10008.258
149,5665.7637
150,5685.985
151,8530.126
152,8704.737
153,5665.7637
154,9486.002
155,8530.126
156,9331.611
157,5688.2065
158,4998.8335
159,5840.375
160,6188.019
161,4824.222
162,5665.7637
163,6188.019
164,8550.347
165,5665.7637
166,5511.3735
167,5685.985
168,9331.611
169,8375.735
170,5153.2236
171,5153.2236
172,5840.375
173,6013.4077
174,6798.417
175,8375.735
176,5513.595
177,4824.222
178,5840.375
179,5840.375
180,5665.7637
181,5840.375
182,9660.613
183,8999.899
184,5840.375
185,5840.375
186,5665.7637
187,5513.595
188,4824.222
189,10008.258
190,5685.985
191,5840.375
192,5685.985
193,5511.3735
194,9660.613
195,8704.737
196,4978.6123
197,9486.002
198,5685.985
199,8897.99
200,5840.375
