serial number,credit_amount
1,2254.0132
2,1819.4014
3,3435.403
4,1618.1759
5,2580.1326
6,6305.5205
7,935.77704
8,1426.9045
9,17496.436
10,2454.4355
11,1415.1982
12,850.1654
13,4965.3525
14,4028.642
15,5146.823
16,4664.989
17,1215.775
18,2800.1614
19,7627.3594
20,1004.3372
21,1421.8134
22,1081.7411
23,4600.393
24,1140.5955
25,4166.558
26,1686.0942
27,3258.7188
28,3696.5972
29,5780.011
30,7292.953
31,2375.7817
32,2072.17
33,8163.468
34,3528.4314
35,1562.2328
36,1612.2185
37,1347.508
38,1971.8381
39,3023.5269
40,1593.6453
41,3463.2424
42,3016.6719
43,1538.0376
44,2551.349
45,1982.5691
46,4750.134
47,3378.1062
48,1438.2688
49,1450.704
50,1264.4592
51,1284.1266
52,4519.591
53,2301.2683
54,2070.24
55,5748.655
56,1647.7665
57,1235.5144
58,2600.1394
59,2035.7992
60,2276.9558
61,2387.235
62,1600.2656
63,1894.5249
64,2967.8076
65,2116.4724
66,2236.3818
67,1740.6099
68,2755.5764
69,4354.925
70,1358.482
71,4853.8657
72,1670.1642
73,2589.0369
74,1020.7474
75,2968.2463
76,1267.7797
77,5152.5347
78,2968.7913
79,3541.6973
80,4669.5063
81,5502.38
82,5634.01
83,2714.3848
84,1367.3485
85,3401.1775
86,1175.4749
87,3666.1863
88,9595.306
89,5234.8735
90,4350.616
91,4482.363
92,1887.6896
93,1332.2277
94,6377.0195
95,2380.0518
96,9672.8955
97,2853.9111
98,1569.7523
99,2777.8694
100,3874.1448
101,3000.7874
102,3566.8313
103,7765.285
104,1356.1656
105,2908.7817
106,3504.0593
107,3598.7302
108,3807.4673
109,3422.4373
110,2249.6216
111,2274.5857
112,3242.0264
113,3655.5032
114,2630.586
115,2936.3467
116,12043.844
117,3610.8486
118,4004.2886
119,4319.082
120,3882.7258
121,1983.9308
122,6651.883
123,1545.1539
124,2446.139
125,4001.5132
126,1866.9291
127,1903.2417
128,8445.109
129,3052.8254
130,1299.0255
131,2838.981
132,1468.6179
133,1678.2911
134,1426.9155
135,1160.2212
136,4988.2056
137,978.4187
138,1628.8832
139,7411.673
140,7368.47
141,4245.609
142,1399.4966
143,3499.434
144,1714.8021
145,1584.7935
146,8751.135
147,2962.0251
148,3098.2458
149,1626.8107
150,3192.9172
151,1958.2739
152,6757.105
153,2907.8762
154,4818.054
155,1381.1713
156,2753.966
157,2387.8728
158,1916.1167
159,3043.259
160,2685.7666
161,1292.3043
162,3835.1968
163,2667.1768
164,2540.6802
165,1294.8314
166,2473.9856
167,2183.8208
168,2028.0984
169,5547.953
170,2584.2637
171,1617.9113
172,3926.9321
173,5299.9556
174,9940.053
175,2609.1587
176,1502.9435
177,1349.4943
178,2121.6953
179,1997.6327
180,2069.86
181,4901.8823
182,10105.477
183,4195.938
184,5874.595
185,3869.887
186,1675.3463
187,5745.9634
188,1660.4811
189,5160.2603
190,2107.5957
191,2557.344
192,1320.7512
193,2275.6099
194,5564.884
195,1867.9567
196,1443.9131
197,4558.054
198,1378.4519
199,5531.433
200,7064.859
