serial number,credit_amount
1,1780.0726789555704
2,2108.6425617642954
3,2734.428219254771
4,2419.3119896777994
5,1582.166135002833
6,7062.106788117684
7,792.1963154525379
8,1989.2907698624294
9,12762.356217256647
10,2114.5751167019
11,1350.998081787051
12,1492.228206361147
13,5755.601896248807
14,6345.006926246451
15,6048.429544717462
16,6819.117682130478
17,2370.5104169595006
18,1255.7207673657006
19,6481.0569752349575
20,1556.8178093261079
21,1329.4642072258475
22,1969.1759279619903
23,5438.930919511461
24,622.0898184476631
25,2440.4942826266724
26,1164.7176677810698
27,3750.0784590234175
28,3679.9714689806046
29,4429.397968383942
30,8006.584626326476
31,2342.2133666631944
32,1788.1416678303901
33,9260.906744433454
34,4380.87393211828
35,1006.244385875108
36,1194.747818458253
37,1425.495434760464
38,1934.2422727153785
39,1970.2741402229713
40,1390.9741862498702
41,4380.87956175276
42,4469.8855968003445
43,207.976349172388
44,2731.4998159462425
45,2516.2406234354844
46,4086.75448589067
47,3774.8282725489844
48,1659.634651949045
49,2821.115172154777
50,2708.266373481146
51,1509.1711439560686
52,3969.1860644843964
53,2093.3797869779523
54,1637.2619497283874
55,6291.690279907495
56,2632.4358660856165
57,404.30971003278034
58,3495.844732168924
59,2868.0774285128773
60,2925.7387064561185
61,3805.2343043410738
62,2423.5968955798417
63,3105.8281482018638
64,5574.69212779143
65,2790.1764636808844
66,1232.7574322351413
67,2829.6251119036133
68,2877.1022856354543
69,4959.5006556651215
70,1987.3622812454662
71,4436.9773103518155
72,2065.55888920143
73,2129.8695409262377
74,1128.8028769497241
75,2405.6903099819474
76,488.22991124400147
77,4826.830393318525
78,3550.8478478698994
79,3431.3732270788296
80,6157.69273187772
81,5581.129982382902
82,4603.103652786788
83,4191.328281336769
84,738.8375777513606
85,4003.417106494816
86,1391.9506576119663
87,2668.3487683092717
88,12014.695543271908
89,6184.713766073053
90,5338.5925032847545
91,5300.9472902256
92,1896.119700980245
93,789.6113524103156
94,5607.950268187788
95,3577.2413975908094
96,9110.182794249435
97,3001.867920623119
98,1614.2136743256756
99,3509.9361105759385
100,3787.892425361121
101,5069.711665276133
102,2983.7839631287625
103,6853.700483820388
104,-51.2516968011892
105,1312.3440839937373
106,2535.065112618703
107,2645.1778514837224
108,5100.699427736907
109,3513.3326914099425
110,2471.101040294684
111,1607.6961210139227
112,4212.00614596223
113,3803.736466716644
114,1627.5130276823252
115,3591.7842237925165
116,8063.891735267045
117,3224.7708321086184
118,5223.197262365054
119,3299.9720214617587
120,4552.409282079789
121,1660.3636746262082
122,6190.9494673316485
123,945.2831537819719
124,4172.182608175879
125,4224.951877213348
126,1723.2200083979073
127,1663.3633920852274
128,5515.385193655711
129,4314.858214234151
130,2227.177679249606
131,3609.4478387205363
132,974.2070322957726
133,1412.577902591995
134,1642.6046208400253
135,2552.2795164529803
136,4950.9124628429745
137,1584.609006016377
138,2512.4725343169926
139,4902.771743872495
140,8255.64890620342
141,6840.724026018242
142,1533.2896631158217
143,4536.768966532721
144,1785.037860783695
145,1130.7344648362414
146,8661.986419752204
147,4095.1462665300487
148,2391.3608969692978
149,1608.964880494907
150,4895.925843913842
151,1473.6470549364647
152,7989.822768323544
153,4412.165215629133
154,4325.181457627784
155,2213.2601363199487
156,4891.292724133099
157,3459.0979396361863
158,2239.878302194432
159,3927.100510318757
160,3522.5362355508723
161,1314.4732528999914
162,3402.67797728329
163,1427.469782048475
164,2590.912932681415
165,-118.03791101370115
166,2589.2973190601824
167,3999.1679009596483
168,2821.625629649315
169,8109.686429725748
170,3017.047981244678
171,448.85221508439867
172,5904.53070279913
173,4450.317433116293
174,5069.9113807748545
175,3292.187612306118
176,2768.1022246034454
177,1484.901271174706
178,1134.0893236539764
179,1578.6140269592722
180,2733.03539868178
181,5692.325264522267
182,8297.502961400536
183,4154.51234788325
184,5443.527491671378
185,4357.182447901826
186,2517.3247843335294
187,7451.923949707083
188,2487.344941838345
189,4400.199937033187
190,1204.171088743335
191,2036.5631607368623
192,712.802523439148
193,2458.3798025874503
194,6809.448229809456
195,1483.5786709228832
196,1897.971244975929
197,6022.581455537123
198,994.1506376129372
199,5047.828514679979
200,5994.933847534972
