serial number,credit_amount
1,7136.666
2,7504.737
3,4523.073
4,6792.499
5,5676.4854
6,5745.544
7,5740.052
8,6206.656
9,11252.969
10,3640.839
11,6517.866
12,6211.7935
13,4976.547
14,3998.043
15,5354.7153
16,6008.6113
17,4760.8633
18,7883.6055
19,6835.4297
20,3981.1965
21,5751.277
22,4895.882
23,5011.019
24,3946.268
25,9910.469
26,4947.9556
27,4894.4175
28,4174.9023
29,4725.6255
30,8328.338
31,6844.7583
32,5192.049
33,2525.8906
34,6940.6826
35,5386.9297
36,2755.0315
37,5127.476
38,5985.092
39,4851.238
40,6127.9204
41,5325.1343
42,5589.3135
43,5426.0977
44,7951.4814
45,7325.1196
46,8017.865
47,5368.631
48,5546.5947
49,4405.9385
50,3934.0725
51,4581.1084
52,7965.9185
53,7559.4165
54,4694.9995
55,7743.852
56,6678.004
57,7592.3257
58,7925.6875
59,4738.468
60,4470.362
61,5540.7407
62,6727.4517
63,4731.652
64,7924.802
65,5335.2007
66,5328.3164
67,4397.8496
68,7076.0527
69,6120.178
70,4762.9917
71,7946.719
72,6006.8867
73,4578.791
74,5608.9404
75,4451.359
76,6056.48
77,7163.419
78,5916.724
79,7493.044
80,6917.808
81,9299.8545
82,6798.1294
83,6272.3735
84,5848.3535
85,7841.44
86,4385.552
87,9137.508
88,6090.8076
89,9692.601
90,7367.857
91,6604.212
92,7735.0347
93,4561.7314
94,7071.9663
95,7192.4404
96,9340.691
97,6569.1704
98,7403.02
99,7005.7793
100,4451.359
101,4925.135
102,7731.7905
103,7150.2695
104,5704.44
105,7920.254
106,5783.9043
107,4912.863
108,4948.5527
109,6802.996
110,4901.901
111,5384.9106
112,7424.6597
113,5832.9507
114,6523.83
115,4779.273
116,8308.589
117,4634.3286
118,7283.9297
119,4688.237
120,7327.9424
121,6709.3955
122,8912.007
123,4406.796
124,7681.1685
125,5389.575
126,5119.2725
127,4719.631
128,5892.1353
129,7024.6943
130,3706.2844
131,4947.8154
132,6972.7085
133,5670.045
134,7576.8955
135,4352.1426
136,8113.983
137,4458.774
138,8647.257
139,5275.1943
140,9020.942
141,9117.308
142,4917.537
143,8043.324
144,6598.9214
145,4495.201
146,4672.178
147,5827.651
148,9391.674
149,6227.266
150,5881.569
151,6711.1987
152,4846.864
153,6714.4326
154,9098.615
155,4460.602
156,6505.658
157,6770.667
158,6194.2563
159,4148.8413
160,6592.485
161,6202.521
162,5926.797
163,5420.1396
164,6800.7095
165,5601.0425
166,5019.538
167,5818.393
168,8625.367
169,7356.612
170,3835.9678
171,3996.7727
172,5241.812
173,3795.3372
174,4616.4307
175,7051.1704
176,4862.0527
177,4189.4062
178,6675.6147
179,6718.599
180,5902.187
181,7093.424
182,9036.145
183,7598.4917
184,4019.5361
185,7201.362
186,4461.6694
187,4749.954
188,5392.3267
189,7324.8774
190,6601.8438
191,6930.0996
192,6967.155
193,5084.341
194,7205.0312
195,7198.35
196,6478.606
197,6498.1543
198,5916.724
199,5051.6924
200,6649.8994
